Plate,Dispensedwell,Dispensedrow,Dispensedcol,Nonrandomwell,Nonrandomrow,Nonrandomcol,xMIC,Replicate,Short
2,G09,7,9,F09,6,9,0.125xMIC,6,drug_57
2,G10,7,10,F06,6,6,1xMIC,6,drug_57
13,B03,2,3,D06,4,6,1xMIC,1,drug_58
13,B04,2,4,F05,6,5,2xMIC,1,drug_58
13,B05,2,5,F09,6,9,0.125xMIC,1,drug_58
13,B06,2,6,F10,6,10,0.000xMIC,1,drug_58
13,B07,2,7,B05,2,5,2xMIC,2,drug_58
13,B08,2,8,C06,3,6,1xMIC,2,drug_58
13,B09,2,9,C04,3,4,4xMIC,1,drug_58
13,B10,2,10,D07,4,7,0.5xMIC,1,drug_58
13,C03,3,3,E06,5,6,1xMIC,3,drug_58
13,C04,3,4,C08,3,8,0.25xMIC,1,drug_58
13,C05,3,5,B03,2,3,8xMIC,1,drug_58
13,C06,3,6,D08,4,8,0.25xMIC,2,drug_58
13,C07,3,7,E04,5,4,4xMIC,2,drug_58
13,C08,3,8,G03,7,3,8xMIC,2,drug_58
13,C09,3,9,E03,5,3,8xMIC,3,drug_58
13,C10,3,10,F03,6,3,8xMIC,4,drug_58
13,D03,4,3,D09,4,9,0.125xMIC,2,drug_58
13,D04,4,4,B09,2,9,0.125xMIC,3,drug_58
13,D05,4,5,G04,7,4,4xMIC,3,drug_58
13,D06,4,6,B07,2,7,0.5xMIC,2,drug_58
13,D07,4,7,E07,5,7,0.5xMIC,3,drug_58
13,D08,4,8,B06,2,6,1xMIC,4,drug_58
13,D09,4,9,F04,6,4,4xMIC,4,drug_58
13,D10,4,10,D10,4,10,0.000xMIC,2,drug_58
13,E03,5,3,C10,3,10,0.000xMIC,3,drug_58
13,E04,5,4,G10,7,10,0.000xMIC,4,drug_58
13,E05,5,5,E08,5,8,0.25xMIC,3,drug_58
13,E06,5,6,G06,7,6,1xMIC,5,drug_58
13,E07,5,7,E05,5,5,2xMIC,3,drug_58
13,E08,5,8,B04,2,4,4xMIC,5,drug_58
13,E09,5,9,C07,3,7,0.5xMIC,4,drug_58
13,E10,5,10,G08,7,8,0.25xMIC,4,drug_58
13,F03,6,3,B10,2,10,0.000xMIC,5,drug_58
13,F04,6,4,G05,7,5,2xMIC,4,drug_58
13,F05,6,5,C09,3,9,0.125xMIC,4,drug_58
13,F06,6,6,F06,6,6,1xMIC,6,drug_58
13,F07,6,7,G07,7,7,0.5xMIC,5,drug_58
13,F08,6,8,F08,6,8,0.25xMIC,5,drug_58
13,F09,6,9,D05,4,5,2xMIC,5,drug_58
13,F10,6,10,E09,5,9,0.125xMIC,5,drug_58
13,G03,7,3,B08,2,8,0.25xMIC,6,drug_58
13,G04,7,4,C05,3,5,2xMIC,6,drug_58
13,G05,7,5,E10,5,10,0.000xMIC,6,drug_58
13,G06,7,6,D04,4,4,4xMIC,6,drug_58
13,G07,7,7,F07,6,7,0.5xMIC,6,drug_58
13,G08,7,8,G09,7,9,0.125xMIC,6,drug_58
13,G09,7,9,D03,4,3,8xMIC,5,drug_58
13,G10,7,10,C03,3,3,8xMIC,6,drug_58
11,B03,2,3,C06,3,6,1xMIC,1,drug_59
11,B04,2,4,E10,5,10,0.000xMIC,1,drug_59
11,B05,2,5,B06,2,6,1xMIC,2,drug_59
11,B06,2,6,E03,5,3,8xMIC,1,drug_59
11,B07,2,7,B04,2,4,4xMIC,1,drug_59
11,B08,2,8,F06,6,6,1xMIC,3,drug_59
11,B09,2,9,C09,3,9,0.125xMIC,1,drug_59
11,B10,2,10,D09,4,9,0.125xMIC,2,drug_59
11,C03,3,3,E04,5,4,4xMIC,2,drug_59
11,C04,3,4,C08,3,8,0.25xMIC,1,drug_59
11,C05,3,5,D07,4,7,0.5xMIC,1,drug_59
11,C06,3,6,F10,6,10,0.000xMIC,2,drug_59
11,C07,3,7,G06,7,6,1xMIC,4,drug_59
11,C08,3,8,D03,4,3,8xMIC,2,drug_59
11,C09,3,9,E07,5,7,0.5xMIC,2,drug_59
11,C10,3,10,B05,2,5,2xMIC,1,drug_59
11,D03,4,3,G03,7,3,8xMIC,3,drug_59
11,D04,4,4,G08,7,8,0.25xMIC,2,drug_59
11,D05,4,5,B07,2,7,0.5xMIC,3,drug_59
11,D06,4,6,B10,2,10,0.000xMIC,3,drug_59
11,D07,4,7,E08,5,8,0.25xMIC,3,drug_59
11,D08,4,8,D06,4,6,1xMIC,5,drug_59
11,D09,4,9,C05,3,5,2xMIC,2,drug_59
11,D10,4,10,C07,3,7,0.5xMIC,4,drug_59
11,E03,5,3,G10,7,10,0.000xMIC,4,drug_59
11,E04,5,4,D08,4,8,0.25xMIC,4,drug_59
11,E05,5,5,G07,7,7,0.5xMIC,5,drug_59
11,E06,5,6,F03,6,3,8xMIC,4,drug_59
11,E07,5,7,C03,3,3,8xMIC,5,drug_59
11,E08,5,8,G04,7,4,4xMIC,3,drug_59
11,E09,5,9,C04,3,4,4xMIC,4,drug_59
11,E10,5,10,F05,6,5,2xMIC,3,drug_59
11,F03,6,3,B09,2,9,0.125xMIC,3,drug_59
11,F04,6,4,D04,4,4,4xMIC,5,drug_59
11,F05,6,5,E05,5,5,2xMIC,4,drug_59
11,F06,6,6,B03,2,3,8xMIC,6,drug_59
11,F07,6,7,D10,4,10,0.000xMIC,5,drug_59
11,F08,6,8,B08,2,8,0.25xMIC,5,drug_59
11,F09,6,9,F08,6,8,0.25xMIC,6,drug_59
11,F10,6,10,F07,6,7,0.5xMIC,6,drug_59
11,G03,7,3,F04,6,4,4xMIC,6,drug_59
11,G04,7,4,E09,5,9,0.125xMIC,4,drug_59
11,G05,7,5,D05,4,5,2xMIC,5,drug_59
11,G06,7,6,G09,7,9,0.125xMIC,5,drug_59
11,G07,7,7,F09,6,9,0.125xMIC,6,drug_59
11,G08,7,8,E06,5,6,1xMIC,6,drug_59
11,G09,7,9,G05,7,5,2xMIC,6,drug_59
11,G10,7,10,C10,3,10,0.000xMIC,6,drug_59
12,B03,2,3,D09,4,9,0.125xMIC,1,drug_60
12,B04,2,4,E09,5,9,0.125xMIC,2,drug_60
12,B05,2,5,F05,6,5,2xMIC,1,drug_60
12,B06,2,6,C04,3,4,4xMIC,1,drug_60
12,B07,2,7,G04,7,4,4xMIC,2,drug_60
12,B08,2,8,C07,3,7,0.5xMIC,1,drug_60
12,B09,2,9,E10,5,10,0.000xMIC,1,drug_60
12,B10,2,10,G03,7,3,8xMIC,1,drug_60
12,C03,3,3,D06,4,6,1xMIC,1,drug_60
12,C04,3,4,G05,7,5,2xMIC,2,drug_60
12,C05,3,5,D10,4,10,0.000xMIC,2,drug_60
12,C06,3,6,E08,5,8,0.25xMIC,1,drug_60
12,C07,3,7,F08,6,8,0.25xMIC,2,drug_60
12,C08,3,8,E07,5,7,0.5xMIC,2,drug_60
12,C09,3,9,C03,3,3,8xMIC,2,drug_60
12,C10,3,10,E05,5,5,2xMIC,3,drug_60
12,D03,4,3,B04,2,4,4xMIC,3,drug_60
12,D04,4,4,F07,6,7,0.5xMIC,3,drug_60
12,D05,4,5,E03,5,3,8xMIC,3,drug_60
12,D06,4,6,E06,5,6,1xMIC,2,drug_60
12,D07,4,7,G08,7,8,0.25xMIC,3,drug_60
12,D08,4,8,D05,4,5,2xMIC,4,drug_60
12,D09,4,9,F04,6,4,4xMIC,4,drug_60
12,D10,4,10,F09,6,9,0.125xMIC,3,drug_60
12,E03,5,3,B10,2,10,0.000xMIC,3,drug_60
12,E04,5,4,D03,4,3,8xMIC,4,drug_60
12,E05,5,5,D07,4,7,0.5xMIC,4,drug_60
12,E06,5,6,B05,2,5,2xMIC,5,drug_60
12,E07,5,7,B06,2,6,1xMIC,3,drug_60
12,E08,5,8,C08,3,8,0.25xMIC,4,drug_60
12,E09,5,9,D04,4,4,4xMIC,5,drug_60
12,E10,5,10,C10,3,10,0.000xMIC,4,drug_60
12,F03,6,3,G07,7,7,0.5xMIC,5,drug_60
12,F04,6,4,C06,3,6,1xMIC,4,drug_60
12,F05,6,5,B07,2,7,0.5xMIC,6,drug_60
12,F06,6,6,F03,6,3,8xMIC,5,drug_60
12,F07,6,7,B09,2,9,0.125xMIC,4,drug_60
12,F08,6,8,B03,2,3,8xMIC,6,drug_60
12,F09,6,9,G09,7,9,0.125xMIC,5,drug_60
12,F10,6,10,G10,7,10,0.000xMIC,5,drug_60
12,G03,7,3,E04,5,4,4xMIC,6,drug_60
12,G04,7,4,F06,6,6,1xMIC,5,drug_60
12,G05,7,5,D08,4,8,0.25xMIC,5,drug_60
12,G06,7,6,C09,3,9,0.125xMIC,6,drug_60
12,G07,7,7,F10,6,10,0.000xMIC,6,drug_60
12,G08,7,8,G06,7,6,1xMIC,6,drug_60
12,G09,7,9,C05,3,5,2xMIC,6,drug_60
12,G10,7,10,B08,2,8,0.25xMIC,6,drug_60
13,B03,2,3,C06,3,6,1xMIC,1,drug_61
13,B04,2,4,F04,6,4,4xMIC,1,drug_61
13,B05,2,5,G03,7,3,8xMIC,1,drug_61
13,B06,2,6,G10,7,10,0.000xMIC,1,drug_61
13,B07,2,7,G07,7,7,0.5xMIC,1,drug_61
13,B08,2,8,G05,7,5,2xMIC,1,drug_61
13,B09,2,9,E06,5,6,1xMIC,2,drug_61
13,B10,2,10,G04,7,4,4xMIC,2,drug_61
13,C03,3,3,F09,6,9,0.125xMIC,1,drug_61
13,C04,3,4,G06,7,6,1xMIC,3,drug_61
13,C05,3,5,F10,6,10,0.000xMIC,2,drug_61
13,C06,3,6,C09,3,9,0.125xMIC,2,drug_61
13,C07,3,7,E07,5,7,0.5xMIC,2,drug_61
13,C08,3,8,D10,4,10,0.000xMIC,3,drug_61
13,C09,3,9,E09,5,9,0.125xMIC,3,drug_61
13,C10,3,10,B06,2,6,1xMIC,4,drug_61
13,D03,4,3,D03,4,3,8xMIC,2,drug_61
13,D04,4,4,B05,2,5,2xMIC,2,drug_61
13,D05,4,5,F06,6,6,1xMIC,5,drug_61
13,D06,4,6,D04,4,4,4xMIC,3,drug_61
13,D07,4,7,D07,4,7,0.5xMIC,3,drug_61
13,D08,4,8,E05,5,5,2xMIC,3,drug_61
13,D09,4,9,C10,3,10,0.000xMIC,4,drug_61
13,D10,4,10,B03,2,3,8xMIC,3,drug_61
13,E03,5,3,G08,7,8,0.25xMIC,1,drug_61
13,E04,5,4,E04,5,4,4xMIC,4,drug_61
13,E05,5,5,B07,2,7,0.5xMIC,4,drug_61
13,E06,5,6,C05,3,5,2xMIC,4,drug_61
13,E07,5,7,G09,7,9,0.125xMIC,4,drug_61
13,E08,5,8,C04,3,4,4xMIC,5,drug_61
13,E09,5,9,C03,3,3,8xMIC,4,drug_61
13,E10,5,10,C08,3,8,0.25xMIC,2,drug_61
13,F03,6,3,E10,5,10,0.000xMIC,5,drug_61
13,F04,6,4,E03,5,3,8xMIC,5,drug_61
13,F05,6,5,F05,6,5,2xMIC,5,drug_61
13,F06,6,6,C07,3,7,0.5xMIC,5,drug_61
13,F07,6,7,D06,4,6,1xMIC,6,drug_61
13,F08,6,8,D08,4,8,0.25xMIC,3,drug_61
13,F09,6,9,D05,4,5,2xMIC,6,drug_61
13,F10,6,10,F08,6,8,0.25xMIC,4,drug_61
13,G03,7,3,E08,5,8,0.25xMIC,5,drug_61
13,G04,7,4,B08,2,8,0.25xMIC,6,drug_61
13,G05,7,5,F03,6,3,8xMIC,6,drug_61
13,G06,7,6,B09,2,9,0.125xMIC,5,drug_61
13,G07,7,7,B04,2,4,4xMIC,6,drug_61
13,G08,7,8,D09,4,9,0.125xMIC,6,drug_61
13,G09,7,9,B10,2,10,0.000xMIC,6,drug_61
13,G10,7,10,F07,6,7,0.5xMIC,6,drug_61
11,B03,2,3,C10,3,10,0.000xMIC,1,drug_62
11,B04,2,4,F07,6,7,0.5xMIC,1,drug_62
11,B05,2,5,B06,2,6,1xMIC,1,drug_62
11,B06,2,6,F04,6,4,4xMIC,1,drug_62
11,B07,2,7,E03,5,3,8xMIC,1,drug_62
11,B08,2,8,C03,3,3,8xMIC,2,drug_62
11,B09,2,9,E06,5,6,1xMIC,2,drug_62
11,B10,2,10,E10,5,10,0.000xMIC,2,drug_62
11,C03,3,3,E09,5,9,0.125xMIC,1,drug_62
11,C04,3,4,D08,4,8,0.25xMIC,1,drug_62
11,C05,3,5,D07,4,7,0.5xMIC,2,drug_62
11,C06,3,6,D05,4,5,2xMIC,1,drug_62
11,C07,3,7,E05,5,5,2xMIC,2,drug_62
11,C08,3,8,G05,7,5,2xMIC,3,drug_62
11,C09,3,9,F03,6,3,8xMIC,3,drug_62
11,C10,3,10,D03,4,3,8xMIC,4,drug_62
11,D03,4,3,F06,6,6,1xMIC,3,drug_62
11,D04,4,4,D10,4,10,0.000xMIC,3,drug_62
11,D05,4,5,B10,2,10,0.000xMIC,4,drug_62
11,D06,4,6,G03,7,3,8xMIC,5,drug_62
11,D07,4,7,C07,3,7,0.5xMIC,3,drug_62
11,D08,4,8,D09,4,9,0.125xMIC,2,drug_62
11,D09,4,9,D04,4,4,4xMIC,2,drug_62
11,D10,4,10,G09,7,9,0.125xMIC,3,drug_62
11,E03,5,3,G10,7,10,0.000xMIC,5,drug_62
11,E04,5,4,G06,7,6,1xMIC,4,drug_62
11,E05,5,5,F10,6,10,0.000xMIC,6,drug_62
11,E06,5,6,C08,3,8,0.25xMIC,2,drug_62
11,E07,5,7,C05,3,5,2xMIC,4,drug_62
11,E08,5,8,B07,2,7,0.5xMIC,4,drug_62
11,E09,5,9,D06,4,6,1xMIC,5,drug_62
11,E10,5,10,B03,2,3,8xMIC,6,drug_62
11,F03,6,3,B05,2,5,2xMIC,5,drug_62
11,F04,6,4,F08,6,8,0.25xMIC,3,drug_62
11,F05,6,5,C09,3,9,0.125xMIC,4,drug_62
11,F06,6,6,B09,2,9,0.125xMIC,5,drug_62
11,F07,6,7,G04,7,4,4xMIC,3,drug_62
11,F08,6,8,E08,5,8,0.25xMIC,4,drug_62
11,F09,6,9,F05,6,5,2xMIC,6,drug_62
11,F10,6,10,F09,6,9,0.125xMIC,6,drug_62
11,G03,7,3,E04,5,4,4xMIC,4,drug_62
11,G04,7,4,E07,5,7,0.5xMIC,5,drug_62
11,G05,7,5,B08,2,8,0.25xMIC,5,drug_62
11,G06,7,6,G07,7,7,0.5xMIC,6,drug_62
11,G07,7,7,C04,3,4,4xMIC,5,drug_62
11,G08,7,8,C06,3,6,1xMIC,6,drug_62
11,G09,7,9,B04,2,4,4xMIC,6,drug_62
11,G10,7,10,G08,7,8,0.25xMIC,6,drug_62
12,B03,2,3,B04,2,4,4xMIC,1,drug_63
12,B04,2,4,B07,2,7,0.5xMIC,1,drug_63
12,B05,2,5,C04,3,4,4xMIC,2,drug_63
12,B06,2,6,F08,6,8,0.25xMIC,1,drug_63
12,B07,2,7,B03,2,3,8xMIC,1,drug_63
12,B08,2,8,C03,3,3,8xMIC,2,drug_63
12,B09,2,9,E06,5,6,1xMIC,1,drug_63
12,B10,2,10,D05,4,5,2xMIC,1,drug_63
12,C03,3,3,D09,4,9,0.125xMIC,1,drug_63
12,C04,3,4,D07,4,7,0.5xMIC,2,drug_63
12,C05,3,5,D08,4,8,0.25xMIC,2,drug_63
12,C06,3,6,D04,4,4,4xMIC,3,drug_63
12,C07,3,7,E03,5,3,8xMIC,3,drug_63
12,C08,3,8,E08,5,8,0.25xMIC,3,drug_63
12,C09,3,9,G03,7,3,8xMIC,4,drug_63
12,C10,3,10,F07,6,7,0.5xMIC,3,drug_63
12,D03,4,3,C07,3,7,0.5xMIC,4,drug_63
12,D04,4,4,E07,5,7,0.5xMIC,5,drug_63
12,D05,4,5,B10,2,10,0.000xMIC,1,drug_63
12,D06,4,6,E09,5,9,0.125xMIC,2,drug_63
12,D07,4,7,D10,4,10,0.000xMIC,2,drug_63
12,D08,4,8,B06,2,6,1xMIC,2,drug_63
12,D09,4,9,D06,4,6,1xMIC,3,drug_63
12,D10,4,10,C08,3,8,0.25xMIC,4,drug_63
12,E03,5,3,C06,3,6,1xMIC,4,drug_63
12,E04,5,4,G07,7,7,0.5xMIC,6,drug_63
12,E05,5,5,G10,7,10,0.000xMIC,3,drug_63
12,E06,5,6,G09,7,9,0.125xMIC,3,drug_63
12,E07,5,7,G06,7,6,1xMIC,5,drug_63
12,E08,5,8,G04,7,4,4xMIC,4,drug_63
12,E09,5,9,F06,6,6,1xMIC,6,drug_63
12,E10,5,10,E05,5,5,2xMIC,2,drug_63
12,F03,6,3,C10,3,10,0.000xMIC,4,drug_63
12,F04,6,4,E04,5,4,4xMIC,5,drug_63
12,F05,6,5,F10,6,10,0.000xMIC,5,drug_63
12,F06,6,6,C09,3,9,0.125xMIC,4,drug_63
12,F07,6,7,F04,6,4,4xMIC,6,drug_63
12,F08,6,8,G08,7,8,0.25xMIC,5,drug_63
12,F09,6,9,B09,2,9,0.125xMIC,5,drug_63
12,F10,6,10,B08,2,8,0.25xMIC,6,drug_63
12,G03,7,3,B05,2,5,2xMIC,3,drug_63
12,G04,7,4,F03,6,3,8xMIC,5,drug_63
12,G05,7,5,D03,4,3,8xMIC,6,drug_63
12,G06,7,6,F09,6,9,0.125xMIC,6,drug_63
12,G07,7,7,C05,3,5,2xMIC,4,drug_63
12,G08,7,8,E10,5,10,0.000xMIC,6,drug_63
12,G09,7,9,G05,7,5,2xMIC,5,drug_63
12,G10,7,10,F05,6,5,2xMIC,6,drug_63
14,B03,2,3,F09,6,9,0.125xMIC,1,drug_64
14,B04,2,4,E04,5,4,4xMIC,1,drug_64
14,B05,2,5,B03,2,3,8xMIC,1,drug_64
14,B06,2,6,F07,6,7,0.5xMIC,1,drug_64
14,B07,2,7,C03,3,3,8xMIC,2,drug_64
14,B08,2,8,B10,2,10,0.000xMIC,1,drug_64
14,B09,2,9,F03,6,3,8xMIC,3,drug_64
14,B10,2,10,C10,3,10,0.000xMIC,2,drug_64
14,C03,3,3,D03,4,3,8xMIC,4,drug_64
14,C04,3,4,B05,2,5,2xMIC,1,drug_64
14,C05,3,5,C09,3,9,0.125xMIC,2,drug_64
14,C06,3,6,F04,6,4,4xMIC,2,drug_64
14,C07,3,7,C07,3,7,0.5xMIC,2,drug_64
14,C08,3,8,C04,3,4,4xMIC,3,drug_64
14,C09,3,9,G10,7,10,0.000xMIC,3,drug_64
14,C10,3,10,G08,7,8,0.25xMIC,1,drug_64
14,D03,4,3,E07,5,7,0.5xMIC,3,drug_64
14,D04,4,4,G07,7,7,0.5xMIC,4,drug_64
14,D05,4,5,D10,4,10,0.000xMIC,4,drug_64
14,D06,4,6,D06,4,6,1xMIC,1,drug_64
14,D07,4,7,B08,2,8,0.25xMIC,2,drug_64
14,D08,4,8,G04,7,4,4xMIC,4,drug_64
14,D09,4,9,E09,5,9,0.125xMIC,3,drug_64
14,D10,4,10,E10,5,10,0.000xMIC,5,drug_64
14,E03,5,3,G05,7,5,2xMIC,2,drug_64
14,E04,5,4,C08,3,8,0.25xMIC,3,drug_64
14,E05,5,5,D07,4,7,0.5xMIC,5,drug_64
14,E06,5,6,F06,6,6,1xMIC,2,drug_64
14,E07,5,7,E05,5,5,2xMIC,3,drug_64
14,E08,5,8,E06,5,6,1xMIC,3,drug_64
14,E09,5,9,F08,6,8,0.25xMIC,4,drug_64
14,E10,5,10,D05,4,5,2xMIC,4,drug_64
14,F03,6,3,D09,4,9,0.125xMIC,4,drug_64
14,F04,6,4,F05,6,5,2xMIC,5,drug_64
14,F05,6,5,G09,7,9,0.125xMIC,5,drug_64
14,F06,6,6,B09,2,9,0.125xMIC,6,drug_64
14,F07,6,7,C06,3,6,1xMIC,4,drug_64
14,F08,6,8,B06,2,6,1xMIC,5,drug_64
14,F09,6,9,G06,7,6,1xMIC,6,drug_64
14,F10,6,10,G03,7,3,8xMIC,5,drug_64
14,G03,7,3,C05,3,5,2xMIC,6,drug_64
14,G04,7,4,D08,4,8,0.25xMIC,5,drug_64
14,G05,7,5,F10,6,10,0.000xMIC,6,drug_64
14,G06,7,6,D04,4,4,4xMIC,5,drug_64
14,G07,7,7,E08,5,8,0.25xMIC,6,drug_64
14,G08,7,8,B04,2,4,4xMIC,6,drug_64
14,G09,7,9,B07,2,7,0.5xMIC,6,drug_64
14,G10,7,10,E03,5,3,8xMIC,6,drug_64
13,B03,2,3,C04,3,4,4xMIC,1,drug_65
13,B04,2,4,D06,4,6,1xMIC,1,drug_65
13,B05,2,5,F04,6,4,4xMIC,2,drug_65
13,B06,2,6,C10,3,10,0.000xMIC,1,drug_65
13,B07,2,7,E05,5,5,2xMIC,1,drug_65
13,B08,2,8,G06,7,6,1xMIC,2,drug_65
13,B09,2,9,F10,6,10,0.000xMIC,2,drug_65
13,B10,2,10,G09,7,9,0.125xMIC,1,drug_65
13,C03,3,3,F03,6,3,8xMIC,1,drug_65
13,C04,3,4,G07,7,7,0.5xMIC,1,drug_65
13,C05,3,5,E04,5,4,4xMIC,3,drug_65
13,C06,3,6,B09,2,9,0.125xMIC,2,drug_65
13,C07,3,7,B10,2,10,0.000xMIC,3,drug_65
13,C08,3,8,E03,5,3,8xMIC,2,drug_65
13,C09,3,9,D03,4,3,8xMIC,3,drug_65
13,C10,3,10,D10,4,10,0.000xMIC,4,drug_65
13,D03,4,3,E07,5,7,0.5xMIC,2,drug_65
13,D04,4,4,G03,7,3,8xMIC,4,drug_65
13,D05,4,5,B03,2,3,8xMIC,5,drug_65
13,D06,4,6,G10,7,10,0.000xMIC,5,drug_65
13,D07,4,7,E09,5,9,0.125xMIC,3,drug_65
13,D08,4,8,D04,4,4,4xMIC,4,drug_65
13,D09,4,9,B05,2,5,2xMIC,2,drug_65
13,D10,4,10,C06,3,6,1xMIC,3,drug_65
13,E03,5,3,C05,3,5,2xMIC,3,drug_65
13,E04,5,4,B04,2,4,4xMIC,5,drug_65
13,E05,5,5,D09,4,9,0.125xMIC,4,drug_65
13,E06,5,6,G05,7,5,2xMIC,4,drug_65
13,E07,5,7,F09,6,9,0.125xMIC,5,drug_65
13,E08,5,8,E08,5,8,0.25xMIC,1,drug_65
13,E09,5,9,C03,3,3,8xMIC,6,drug_65
13,E10,5,10,G08,7,8,0.25xMIC,2,drug_65
13,F03,6,3,C08,3,8,0.25xMIC,3,drug_65
13,F04,6,4,D05,4,5,2xMIC,5,drug_65
13,F05,6,5,F07,6,7,0.5xMIC,3,drug_65
13,F06,6,6,E06,5,6,1xMIC,4,drug_65
13,F07,6,7,B08,2,8,0.25xMIC,4,drug_65
13,F08,6,8,D07,4,7,0.5xMIC,4,drug_65
13,F09,6,9,G04,7,4,4xMIC,6,drug_65
13,F10,6,10,D08,4,8,0.25xMIC,5,drug_65
13,G03,7,3,E10,5,10,0.000xMIC,6,drug_65
13,G04,7,4,F08,6,8,0.25xMIC,6,drug_65
13,G05,7,5,C09,3,9,0.125xMIC,6,drug_65
13,G06,7,6,F05,6,5,2xMIC,6,drug_65
13,G07,7,7,B07,2,7,0.5xMIC,5,drug_65
13,G08,7,8,B06,2,6,1xMIC,5,drug_65
13,G09,7,9,F06,6,6,1xMIC,6,drug_65
13,G10,7,10,C07,3,7,0.5xMIC,6,drug_65
14,B03,2,3,F10,6,10,0.000xMIC,1,drug_66
14,B04,2,4,D09,4,9,0.125xMIC,1,drug_66
14,B05,2,5,B05,2,5,2xMIC,1,drug_66
14,B06,2,6,D06,4,6,1xMIC,1,drug_66
14,B07,2,7,B09,2,9,0.125xMIC,2,drug_66
14,B08,2,8,D03,4,3,8xMIC,1,drug_66
14,B09,2,9,D05,4,5,2xMIC,2,drug_66
14,B10,2,10,E07,5,7,0.5xMIC,1,drug_66
14,C03,3,3,C07,3,7,0.5xMIC,2,drug_66
14,C04,3,4,G03,7,3,8xMIC,2,drug_66
14,C05,3,5,B04,2,4,4xMIC,1,drug_66
14,C06,3,6,C08,3,8,0.25xMIC,1,drug_66
14,C07,3,7,G05,7,5,2xMIC,3,drug_66
14,C08,3,8,C10,3,10,0.000xMIC,2,drug_66
14,C09,3,9,G09,7,9,0.125xMIC,3,drug_66
14,C10,3,10,E10,5,10,0.000xMIC,3,drug_66
14,D03,4,3,F04,6,4,4xMIC,2,drug_66
14,D04,4,4,E08,5,8,0.25xMIC,2,drug_66
14,D05,4,5,F03,6,3,8xMIC,3,drug_66
14,D06,4,6,B07,2,7,0.5xMIC,3,drug_66
14,D07,4,7,F08,6,8,0.25xMIC,3,drug_66
14,D08,4,8,D07,4,7,0.5xMIC,4,drug_66
14,D09,4,9,E06,5,6,1xMIC,2,drug_66
14,D10,4,10,G08,7,8,0.25xMIC,4,drug_66
14,E03,5,3,E05,5,5,2xMIC,4,drug_66
14,E04,5,4,G07,7,7,0.5xMIC,5,drug_66
14,E05,5,5,E09,5,9,0.125xMIC,4,drug_66
14,E06,5,6,C05,3,5,2xMIC,5,drug_66
14,E07,5,7,G10,7,10,0.000xMIC,4,drug_66
14,E08,5,8,B10,2,10,0.000xMIC,5,drug_66
14,E09,5,9,G06,7,6,1xMIC,3,drug_66
14,E10,5,10,D08,4,8,0.25xMIC,5,drug_66
14,F03,6,3,D04,4,4,4xMIC,3,drug_66
14,F04,6,4,B06,2,6,1xMIC,4,drug_66
14,F05,6,5,E03,5,3,8xMIC,4,drug_66
14,F06,6,6,D10,4,10,0.000xMIC,6,drug_66
14,F07,6,7,C03,3,3,8xMIC,5,drug_66
14,F08,6,8,F09,6,9,0.125xMIC,5,drug_66
14,F09,6,9,B08,2,8,0.25xMIC,6,drug_66
14,F10,6,10,C09,3,9,0.125xMIC,6,drug_66
14,G03,7,3,C06,3,6,1xMIC,5,drug_66
14,G04,7,4,C04,3,4,4xMIC,4,drug_66
14,G05,7,5,B03,2,3,8xMIC,6,drug_66
14,G06,7,6,F07,6,7,0.5xMIC,6,drug_66
14,G07,7,7,F05,6,5,2xMIC,6,drug_66
14,G08,7,8,E04,5,4,4xMIC,5,drug_66
14,G09,7,9,F06,6,6,1xMIC,6,drug_66
14,G10,7,10,G04,7,4,4xMIC,6,drug_66
10,B03,2,3,C05,3,5,2xMIC,1,drug_67
10,B04,2,4,B09,2,9,0.125xMIC,1,drug_67
10,B05,2,5,C07,3,7,0.5xMIC,1,drug_67
10,B06,2,6,G05,7,5,2xMIC,2,drug_67
10,B07,2,7,G03,7,3,8xMIC,1,drug_67
10,B08,2,8,B06,2,6,1xMIC,1,drug_67
10,B09,2,9,D08,4,8,0.25xMIC,1,drug_67
10,B10,2,10,E03,5,3,8xMIC,2,drug_67
10,C03,3,3,E05,5,5,2xMIC,3,drug_67
10,C04,3,4,E10,5,10,0.000xMIC,1,drug_67
10,C05,3,5,D04,4,4,4xMIC,1,drug_67
10,C06,3,6,G08,7,8,0.25xMIC,2,drug_67
10,C07,3,7,E07,5,7,0.5xMIC,2,drug_67
10,C08,3,8,B10,2,10,0.000xMIC,2,drug_67
10,C09,3,9,F05,6,5,2xMIC,4,drug_67
10,C10,3,10,F03,6,3,8xMIC,3,drug_67
10,D03,4,3,B08,2,8,0.25xMIC,3,drug_67
10,D04,4,4,C09,3,9,0.125xMIC,2,drug_67
10,D05,4,5,B07,2,7,0.5xMIC,3,drug_67
10,D06,4,6,C03,3,3,8xMIC,4,drug_67
10,D07,4,7,E09,5,9,0.125xMIC,3,drug_67
10,D08,4,8,G10,7,10,0.000xMIC,3,drug_67
10,D09,4,9,E08,5,8,0.25xMIC,4,drug_67
10,D10,4,10,C10,3,10,0.000xMIC,4,drug_67
10,E03,5,3,B05,2,5,2xMIC,5,drug_67
10,E04,5,4,D10,4,10,0.000xMIC,5,drug_67
10,E05,5,5,B03,2,3,8xMIC,5,drug_67
10,E06,5,6,D03,4,3,8xMIC,6,drug_67
10,E07,5,7,F10,6,10,0.000xMIC,6,drug_67
10,E08,5,8,B04,2,4,4xMIC,2,drug_67
